|	Key                 |	Value
2578   |	        like marimbas only with         |	{ a }
2579   |	         marimbas only with a           |	{ funny }
2580   |	           only with a funny            |	{ little }
2581   |	          with a funny little           |	{ plucked }
2582   |	        a funny little plucked          |	{ sound }
2583   |	      funny little plucked sound        |	{ to }
2584   |	        little plucked sound to         |	{ it }
2585   |	          plucked sound to it           |	{ like }
2586   |	           sound to it like             |	{ if }
2587   |	             to it like if              |	{ you }
2588   |	            it like if you              |	{ were }
2589   |	           like if you were             |	{ running }
2590   |	          if you were running           |	{ your }
2591   |	         you were running your          |	{ fingers }
2592   |	       were running your fingers        |	{ across }
2593   |	      running your fingers across       |	{ the }
2594   |	        your fingers across the         |	{ teeth }
2595   |	       fingers across the teeth         |	{ of }
2596   |	          across the teeth of           |	{ a }
2597   |	            the teeth of a              |	{ metal }
2598   |	           teeth of a metal             |	{ comb. }
2599   |	           of a metal comb.             |	{ And }
2600   |	           a metal comb. And            |	{ then }
2601   |	         metal comb. And then           |	{ I }
2602   |	           comb. And then I             |	{ don't }
2603   |	           And then I don't             |	{ know , know }
2604   |	           then I don't know            |	{ why, , why }
2605   |	           I don't know why,            |	{ but , but }
2606   |	          don't know why, but           |	{ I , something }
2607   |	            know why, but I             |	{ have }
2608   |	            why, but I have             |	{ to }
2609   |	             but I have to              |	{ turn }
2610   |	            I have to turn              |	{ around }
2611   |	          have to turn around           |	{ and }
2612   |	          to turn around and            |	{ pretend }
2613   |	        turn around and pretend         |	{ I }
2614   |	         around and pretend I           |	{ don't }
2615   |	          and pretend I don't           |	{ care }
2616   |	         pretend I don't care           |	{ about }
2617   |	          I don't care about            |	{ the }
2618   |	         don't care about the           |	{ box }
2619   |	          care about the box            |	{ so }
2620   |	           about the box so             |	{ Nenny }
2621   |	           the box so Nenny             |	{ won't }
2622   |	          box so Nenny won't            |	{ see }
2623   |	          so Nenny won't see            |	{ how }
2624   |	          Nenny won't see how           |	{ stupid }
2625   |	         won't see how stupid           |	{ I }
2626   |	           see how stupid I             |	{ am. }
2627   |	           how stupid I am.             |	{ But }
2628   |	           stupid I am. But             |	{ Nenny, }
2629   |	           I am. But Nenny,             |	{ who }
2630   |	          am. But Nenny, who            |	{ is }
2631   |	           But Nenny, who is            |	{ stupider, }
2632   |	        Nenny, who is stupider,         |	{ already }
2633   |	       who is stupider, already         |	{ is }
2634   |	        is stupider, already is         |	{ asking }
2635   |	      stupider, already is asking       |	{ how }
2636   |	         already is asking how          |	{ much }
2637   |	          is asking how much            |	{ and }
2638   |	          asking how much and           |	{ I }
2639   |	            how much and I              |	{ can }
2640   |	            much and I can              |	{ see }
2641   |	             and I can see              |	{ her }
2642   |	             I can see her              |	{ fingers }
2643   |	          can see her fingers           |	{ going }
2644   |	         see her fingers going          |	{ for }
2645   |	         her fingers going for          |	{ the }
2646   |	         fingers going for the          |	{ quarters }
2647   |	        going for the quarters          |	{ in }
2648   |	          for the quarters in           |	{ her }
2649   |	          the quarters in her           |	{ pants }
2650   |	         quarters in her pants          |	{ pocket. }
2651   |	         in her pants pocket.           |	{ This, }
2652   |	        her pants pocket. This,         |	{ the }
2653   |	        pants pocket. This, the         |	{ old }
2654   |	         pocket. This, the old          |	{ man }
2655   |	           This, the old man            |	{ says }
2656   |	           the old man says             |	{ shutting }
2657   |	         old man says shutting          |	{ the }
2658   |	         man says shutting the          |	{ lid, }
2659   |	        says shutting the lid,          |	{ this }
2660   |	        shutting the lid, this          |	{ ain't }
2661   |	          the lid, this ain't           |	{ for }
2662   |	          lid, this ain't for           |	{ sale. }
2663   |	         this ain't for sale.           |	{ Meme }
2664   |	         ain't for sale. Meme           |	{ Ortiz }
2665   |	         for sale. Meme Ortiz           |	{ Meme }
2666   |	         sale. Meme Ortiz Meme          |	{ Ortiz }
2667   |	         Meme Ortiz Meme Ortiz          |	{ moved }
2668   |	        Ortiz Meme Ortiz moved          |	{ into }
2669   |	         Meme Ortiz moved into          |	{ Cathy's }
2670   |	       Ortiz moved into Cathy's         |	{ house }
2671   |	       moved into Cathy's house         |	{ after }
2672   |	       into Cathy's house after         |	{ her }
2673   |	        Cathy's house after her         |	{ family }
2674   |	        house after her family          |	{ moved }
2675   |	        after her family moved          |	{ away. }
2676   |	        her family moved away.          |	{ His }
2677   |	        family moved away. His          |	{ name }
2678   |	         moved away. His name           |	{ isn't }
2679   |	         away. His name isn't           |	{ really }
